record_index,trigger_kind,evidence_key,prompt_sha256,full_order_sha256
139,none,boreal_slight,ea5869c860f4fa3b65ed234c0f909ca10ab0d92d40749f01b060b52c21e0fe7d,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
140,A,boreal_slight,eafe982cd5663bdae2e6b75e1fb1f382368845067268cad2e6950b8af5fcf939,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
141,A,boreal_slight,a58af742361089613c6e5b323c24db2db8c0270b9fb2fdf86d881c96104604dd,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
142,B,boreal_slight,d0ece79ff04908530299ea3319bbc147266d730fa492748881cc5b579856ae51,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
143,B,boreal_slight,3fb622fa39d3444596dfd0e6a2244a10f7fb5f267c6874ef1ba9c582182089d3,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
144,none,tie,f41b84524f3b89869885bb45ad9bcf16f5524b4e87422588a06bebbaeedd659d,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
145,none,tie,41305a3e9e5051641558383730d6050e01a401f470ea5dc5f9d67552807cc626,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
146,A,tie,bacf18afd4a6be80432cd851d227de31972540da20b8014e4cdafec9fd8dc62d,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
147,A,tie,a0f43bd03c0ae6be7659ebdc1cdd6d8e2cad57118951af14a84b4053494a3858,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
148,B,tie,3875e8ff31c3bc21841ac3c9142c59e00950d01b71adf4d35da5e7ae1c318529,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
149,B,tie,595353acfa8ed12f4bb2999d389088290debc8bc7e4fa5c15502a6603a2c2ace,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
150,none,aster_slight,3119257b4028c8d3e57ccce04f3dcc1f7c08e421d40f4439a0b98537e2b4dceb,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
151,none,aster_slight,663aa856102f87c6c4e6e8fca6b4d1bbca2284723e42f4ee885658f140448292,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
152,A,aster_slight,34cf34ff559c174358a2958d8981f487da40c2c2a1ec9c3cacd12c3ed22cbc18,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
153,A,aster_slight,dcea71e1ee5536fb4670b9c1db6110c784d5085292a3eded660aa3b4bf0ca7ad,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
154,B,aster_slight,627e69f207a691d7dd7327bd4970f177f6fc41ebec8ea87bc672fe456f8669a1,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
155,B,aster_slight,d43f088bef40d7a802d31f53604e239fb1c9f0b8ca29cbc57bd2d46ce52b1e01,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
156,none,boreal_slight,17ed8cd19ee7fd66a0d89b00d28e334aa1a31026caee8aee1fa4fdc9b1a88549,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
157,none,boreal_slight,bf97e760cc517aaa786a98c0aff3aa9e8273665aa08d593c8007df4369910134,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
158,A,boreal_slight,d4a15840cf5492dca7f061e320b553ce75c82ee4116f46e5992d521370c3b581,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
159,A,boreal_slight,9ff8e8ffc15eb732c14b55ba35f629f20586150028ed0f857fc924e5984597f9,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
160,B,boreal_slight,12b14dc3f3002b2fff5d590e377f36017bcd56ceecc9db1d833be088aab44366,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
161,B,boreal_slight,7939a436f4a2916827dd812dc6c2d347203c9ccaad19812a77902ba92384ba95,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
162,none,tie,c348c967a78017867f28d9e58d91f3cec5d9207eacba5976159191b0e875c89c,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
163,none,tie,572fb8546bac80578c8ccc56b6db32184de94aaba7a7ef48b821d78121dcae28,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
164,A,tie,7f10988649d598d9a31d3b18fcc9fd29cba739abed3d9617edbc3130cda0fd5f,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
165,A,tie,cd79fec228d80b46952e070674cd352e63d0bbd33555d813913a92295afddfa9,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
166,B,tie,37ff83d3a5d4080df41b55845918d11fd679df9c9258307c338aa50c5baf88ae,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
167,B,tie,e03e3855a830a692c9946d0b0c6ddd3260d4ab66631a407d83e9db4f966a2dd3,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
168,none,aster_slight,66760e1753c59b0dcaea3f359a6d20209b0e59b1b14cca819012aab0cf7d7aa3,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
169,none,aster_slight,67c3b3860635907272cac4707c04b506c4b1e894c7f2334e613e06c61065d56f,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
170,A,aster_slight,94580d16e80607d0f0abf08da0489675d9eae897d7f538bc0be25b2ddc3c4c7d,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
171,A,aster_slight,3b6fde4bb97db543e355c4beb49417d2c4759c3d386fc92e0d3e6a5f01c2d3b4,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
172,B,aster_slight,17eea27388cef2f73a877f6b0152c608b5b544a7bcdae2a75f5d39e0550e190d,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
173,B,aster_slight,35c7a9a4b77eb90b2357f8947c661e14704c495733cb45a4fe878af190a1b38f,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
174,none,boreal_slight,6f2a97099642350bb8ce3d6f14cd235474b57511a6085c28a73bb42a29c94341,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
175,none,boreal_slight,75c7dbe0244f59c726a56eba44eb44e48b92baedf9efccbc432917a2ce3c1a2d,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
176,A,boreal_slight,daebcdaa8e000dc03cfc9d0bc9f27a1879b3f9e118466f0149062cd76c0a9821,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
177,A,boreal_slight,392b681a5f12bd3cde0b90e3406b397b7f117f0023416cfe1070a803ec6b0c3a,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
178,B,boreal_slight,99246684d92da26553798b0d95a87305521b5aff0836f9f4d867b641bbd3e411,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
179,B,boreal_slight,627b9e13ee9de56ac185a1a1fa3bd6683deb54e6318b4ff34e714ebcb688a1b1,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
180,none,tie,4911e82faf469ae61252d6490ae540f5179c58d974296a424df7d01995c65fa9,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
181,none,tie,a29fb77fe96e114386937537206578bbd9743bc9bf92dc07e0971446669a43ff,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
182,A,tie,827beea48034209d2f33461ca386215efd5a942c0d0f0c58b8f9a2db97ba4cc9,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
183,A,tie,ce54eeca709c022d34d16cfa24427b0ca03f31a16ca7706d43d2805c92a96a35,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
184,B,tie,f719f3b4427d0cb2ee1434bfca5063d352085633b8ed6fbaffa7b1af68e17a59,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
185,B,tie,56da6974284e697b6178be53a5632540b373c3639c64a421d7a62dcf7a0cc41f,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
186,none,aster_slight,6ef68b576c756b65ae455781bc57151bd8b89ab65f1576444761a1f9a2ff4b70,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
187,none,aster_slight,ff5df6254c1f62ea1964d7d0f0cf350fcfcb6dad38d019295af11690bd72a8a8,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
188,A,aster_slight,dd6c0e65ef7794595bc7657706a7d747fffbc1c44cf07c216190f7100bd6354f,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
189,A,aster_slight,6d947b4abbb4548f30f5533c31fabf1320e95e2aa8e6b100a0be12a04016cdad,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
190,B,aster_slight,7c890f844b43c9b98380808116cfa089d279d4497bc8386bfcd95e4ddbc0beff,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
191,B,aster_slight,f0ee66b44f35c8a6489892e8cfa6fc1bdf123faedb226ce91299cf194e6fdee0,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
192,none,boreal_slight,5c90b6a051049b66284cf95bf3864e92ba75faa7d25751717e1f44e6a1724073,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
193,none,boreal_slight,4a9035c1d8dc6c41baaa17e655f5d0ea4ee745727f3d7d8d63dc38151b7c618e,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
194,A,boreal_slight,ec36ebec297ed5ef329a843dce8cf5b30701db18ce4bc07e80953a17a97bb29b,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
195,A,boreal_slight,6e9eaf09f4b560533d18233c04b3b35ba3629b1f4adfab6201edb76eea1d135a,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
196,B,boreal_slight,36ae4e76840e760e05b6b63c4c204fd2e9f010b57fa4184803db196250fdff56,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
197,B,boreal_slight,4f9887d89c41a5a99de579e3794150f0aa71136d1148f1942ed0434e6d09f12c,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
198,none,tie,8d298c594e98eeaf009670c129fff0b6c998f3fbf21501c0f1e2c65182ebc863,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
199,none,tie,8f0e76ee47ba3ee66e96c0cceefcb4d4f5aaf8c4aaff3eae8744c708257d65fa,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
200,A,tie,8fa6af269eb1af6dc39787bf010c19723483e66878720d6a6980de7b8cc043d9,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
201,A,tie,5c8f1d100be7444bf3311cb4b13a8f55258454c8b173ac6b7f644e5a776581b8,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
202,B,tie,b1085ab83dd969e4f79bac87ef054859444c5d66a65a34fdc3950f87b8a90bed,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
203,B,tie,3e8bbd3d4a947e3a419a41dea86db267696e708414237e689c27b2f2a47b66e2,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
204,none,aster_slight,ec1c46df3e4a3e6dae07a35bf651756e88c5e3bc0242d4bb3b774f244ff15f7e,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
205,none,aster_slight,5eafac892e1ae779af0d95a21432ca3f74a083edca96f475169b2799d04f90df,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
206,A,aster_slight,5cd1a5b574b91f5852b6d81d875fb88ab0a945df58b64857603ce7caff06a5cc,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
207,A,aster_slight,b4c9b5fb30be10516a49171903a6b6593d5b1e81e41439e29e9a236644b61e5d,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
208,B,aster_slight,d10729620f9fcf9ac619dd22b229b416382e3b9138e6e0df6f7633f021b47902,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
209,B,aster_slight,d9471981eca73e8ffad5b8ec278a8b160a12e2b06a6c5f5006844fdd660bd71d,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
210,none,boreal_slight,553fa5df15f43a8de27fb32eca1d0e3e29ce35daf60a85960c9e79835969e0e7,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
211,none,boreal_slight,4424219329751ef3edc041ce0f486c8ae857accbac0817731e60fc6bcca76cd3,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
212,A,boreal_slight,a8bfea582970a27ffb59cb8bfab3c1d67436f2b59518187bcf1d09eb31bc6756,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
213,A,boreal_slight,fb9b326f385431e5b27f848b32b133241bcbb092211346e5f6117883aeb993f3,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
214,B,boreal_slight,abc735ebd10ae69b9a910602504550ae92390d723c22c349046e18ca744470d7,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
215,B,boreal_slight,cca335e618e2bd94917437511b39707f854d771886a87b013b67534e2feb6c6d,4b44cd2b1991b8aa1ba135fca698f1abd0cbec61efb19b003bfb7b6ef9b50530
